state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Bihar,Aurangabad,3001,7096,73,10170,0.295083579,0.697738446,105840,96430,19888.88889,0.523258401,0.476741599,1.097572357,2.363757495,47012.51018,10406.05643,1.955450682,0.974766355,0.252336449,0.722429907,Proactive Correction
Bihar,Aurangabad(BH),5,3,0,8,0.625,0.375,24,10,4250,0.685714286,0.314285714,2.181818182,0.5,2125,2666.666667,472.2222222,0.185046729,0.100934579,0.08411215,Proactive Correction
Bihar,Aurangabad(bh),44,61,0,105,0.419047619,0.580952381,670,222,8495.238095,0.750279955,0.249720045,3.004484305,1.355555556,11515.7672,6320.754717,80.14375562,0.755140187,0.057009346,0.698130841,Proactive Correction
Bihar,Banka,6198,4797,79,11074,0.559689362,0.433176811,98120,98227,17730.4497,0.499724978,0.500275022,0.998900517,0.773834489,13720.43349,8859.593679,1.60094354,0.805607477,0.293457944,0.512149533,Proactive Correction
Bihar,Begusarai,8106,5045,58,13209,0.613672496,0.381936558,132990,147208,21212.65804,0.474626962,0.525373038,0.903409438,0.622301715,13200.67347,10067.3732,1.605803031,0.795327103,0.347663551,0.447663551,Proactive Correction
Bihar,Bhabua,14,17,0,31,0.451612903,0.548387097,132,33,5322.580645,0.795180723,0.204819277,3.882352941,1.133333333,6032.258065,4125,166.3306452,0.501869159,0.035514019,0.46635514,Proactive Correction
Bihar,Bhagalpur,10456,10229,377,21062,0.496439085,0.485661381,155026,148314,14402.241,0.511061808,0.488938192,1.045248289,0.978196423,14088.22064,7360.110146,0.683769691,0.814953271,0.26635514,0.548598131,Proactive Correction
Bihar,Bhojpur,3136,10115,106,13357,0.23478326,0.757280827,142341,96996,17918.46972,0.594727958,0.405272042,1.467478376,3.224418234,57776.64048,10655.86166,1.341403632,0.98411215,0.159813084,0.824299065,Proactive Correction
Bihar,Buxar,2528,4648,64,7240,0.349171271,0.64198895,73902,57028,18084.25414,0.564434702,0.435565298,1.295867015,1.837880585,33236.69959,10206.04889,2.497480202,0.95046729,0.197196262,0.753271028,Proactive Correction
Bihar,Darbhanga,10017,5677,71,15765,0.635394862,0.360101491,153928,210380,23108.65842,0.422520443,0.577479557,0.73166303,0.566679976,13095.214,9763.288088,1.465727415,0.792523364,0.470093458,0.322429907,Proactive Correction
Bihar,East Champaran,10147,18371,805,29323,0.346042356,0.626504791,248028,212134,15692.86908,0.539000311,0.460999689,1.169198859,1.81030745,28408.9178,8458.191243,0.53515445,0.938317757,0.228037383,0.710280374,Proactive Correction
Bihar,Gaya,6722,20244,435,27401,0.245319514,0.738805153,195174,185172,13880.73428,0.513147205,0.486852795,1.054008954,3.011155734,41797.05262,7122.618787,0.506559166,0.96728972,0.265420561,0.701869159,Proactive Correction
Bihar,Gopalganj,5303,9649,196,15148,0.350079218,0.63698178,105867,103484,13820.37233,0.505688983,0.494311017,1.023017829,1.819193062,25141.92545,6988.382071,0.912296015,0.925233645,0.277570093,0.647663551,Proactive Correction
Bihar,Jamui,5193,5029,160,10382,0.500192641,0.48439607,66920,82157,14359.17935,0.448892526,0.551107474,0.814528104,0.968232576,13903.02521,6445.150727,1.382950915,0.810280374,0.410280374,0.4,Proactive Correction
Bihar,Jehanabad,915,3827,141,4883,0.187384804,0.783739504,46361,37430,17159.73787,0.55328671,0.44671329,1.238572306,4.177947598,71692.4856,9492.424242,3.513459842,0.988785047,0.207476636,0.781308411,Proactive Correction
Bihar,Kaimur (Bhabua),3033,4707,85,7825,0.387603834,0.601533546,67018,78157,18552.71565,0.461632777,0.538367223,0.857468205,1.551417271,28783.00349,8563.506261,2.370651119,0.940186916,0.377570093,0.562616822,Proactive Correction
Bihar,Katihar,11332,4903,115,16350,0.693088685,0.299877676,180294,217280,24316.4526,0.453484248,0.546515752,0.829773427,0.432630371,10520.03592,11026.48156,1.48715385,0.73271028,0.397196262,0.335514019,Proactive Correction
Bihar,Khagaria,4348,3779,69,8196,0.530502684,0.461078575,75624,79904,18976.0859,0.486237293,0.513762707,0.946423878,0.868935387,16488.99255,9225.814322,2.315003769,0.851401869,0.326168224,0.525233645,Proactive Correction
Bihar,Kishanganj,6957,1782,25,8764,0.793815609,0.203331812,145141,141279,32681.42401,0.506740078,0.493259922,1.027328709,0.256108077,8369.976657,16559.15573,3.728627953,0.652336449,0.274766355,0.377570093,Proactive Correction
Bihar,Lakhisarai,2664,3423,68,6155,0.432818846,0.556133225,48883,49497,15983.75305,0.496874396,0.503125604,0.987575256,1.284427767,20529.97624,7940.708252,2.596451112,0.897196262,0.299065421,0.598130841,Proactive Correction
Bihar,Madhepura,4571,4417,39,9027,0.50636978,0.489309848,91861,117237,23163.62025,0.439318218,0.560681782,0.783542879,0.966097988,22378.32691,10175.12184,2.56575324,0.91588785,0.429906542,0.485981308,Proactive Correction
Bihar,Madhubani,12598,12534,798,25930,0.48584651,0.483378326,181691,238135,16190.74431,0.432775881,0.567224119,0.762971579,0.99484086,16107.214,7006.710115,0.624377938,0.842990654,0.446728972,0.396261682,Proactive Correction
Bihar,Monghyr,29,20,0,49,0.591836735,0.408163265,282,99,7775.510204,0.738219895,0.261780105,2.82,0.666666667,5183.673469,5640,155.5102041,0.455140187,0.064485981,0.390654206,Proactive Correction
Bihar,Munger,2445,3534,108,6087,0.401675702,0.580581567,55947,50471,17482.83227,0.52572379,0.47427621,1.108475987,1.44480785,25259.33329,9189.717477,2.871687297,0.926168224,0.247663551,0.678504673,Proactive Correction
Bihar,Muzaffarpur,14087,14103,665,28855,0.488199619,0.488754115,206917,208544,14398.23254,0.498040735,0.501959265,0.992193531,1.001064736,14413.56286,7170.675076,0.498968414,0.822429907,0.296261682,0.526168224,Proactive Correction
Bihar,Nalanda,3676,10763,136,14575,0.252212693,0.738456261,153043,117402,18555.40309,0.565891158,0.434108842,1.303569755,2.927114496,54313.78935,10499.65697,1.27301064,0.980373832,0.195327103,0.785046729,Proactive Correction
Bihar,Nawada,2742,12380,291,15413,0.177901771,0.803218063,86518,86245,11208.91455,0.500787201,0.499212799,1.003153769,4.513306599,50589.26801,5612.949267,0.727190512,0.976635514,0.287850467,0.688785047,Proactive Correction
Bihar,Pashchim Champaran,5060,10737,562,16359,0.30930986,0.656335962,1120,353,90.04217862,0.759837178,0.240162822,3.163841808,2.121517487,191.0260565,68.4596577,0.005503801,0.08317757,0.051401869,0.031775701,Proactive Correction
Bihar,Patna,6745,17151,748,24644,0.273697452,0.695950333,243772,209014,18373.07255,0.538381181,0.461618819,1.166289501,2.542395494,46711.61686,9891.336985,0.745509132,0.973831776,0.230841121,0.742990654,Proactive Correction
Bihar,Purba Champaran,61,66,0,127,0.480314961,0.519685039,934,264,9433.070866,0.778982485,0.221017515,3.524528302,1.064516129,10041.65608,7296.875,73.69586614,0.717757009,0.041121495,0.676635514,Proactive Correction
Bihar,Purbi Champaran,4000,10071,800,14871,0.268979894,0.677224127,0,0,0,0,1,0,2.51712072,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Bihar,Purnea,169,88,0,257,0.657587549,0.342412451,2806,4954,30194.55253,0.361551346,0.638448654,0.56629667,0.517647059,15630.12131,10875.96899,117.0331493,0.838317757,0.620560748,0.217757009,Proactive Correction
Bihar,Purnia,12195,7721,184,20100,0.606716418,0.384129353,143374,228551,18503.73134,0.385490662,0.614509338,0.627314572,0.633076418,11714.27597,7132.679966,0.920537851,0.759813084,0.556074766,0.203738318,Proactive Correction
Bihar,Rohtas,2741,5120,78,7939,0.345257589,0.644917496,117745,111710,28902.25469,0.51314849,0.48685151,1.054014376,1.867250182,53967.74034,14829.34509,3.640082455,0.979439252,0.264485981,0.714953271,Proactive Correction
Bihar,Saharsa,6281,6577,205,13063,0.480823701,0.50348312,81177,119866,15390.26257,0.403777283,0.596222717,0.677225592,1.046959567,16112.98264,6213.793631,1.178066639,0.843925234,0.513084112,0.330841121,Proactive Correction
Bihar,Samastipur,11289,7787,131,19207,0.587754465,0.405425105,202292,200165,20953.66273,0.502641269,0.497358731,1.010621184,0.689725421,14452.27384,10531.65348,1.090882066,0.824299065,0.28317757,0.541121495,Proactive Correction
Bihar,Samstipur,41,41,0,82,0.5,0.5,448,195,7841.463415,0.695652174,0.304347826,2.285714286,0.976190476,7654.761905,5397.590361,94.47546283,0.608411215,0.092056075,0.51635514,Proactive Correction
Bihar,Saran,7592,16407,219,24218,0.313485837,0.677471302,169845,148503,13145.09869,0.533518246,0.466481754,1.143706567,2.160806006,28404.00819,7012.882448,0.542759762,0.937383178,0.239252336,0.698130841,Proactive Correction
Bihar,Sheikhpura,1244,1934,21,3199,0.388871522,0.604563926,28088,40423,21416.38012,0.409971976,0.590028024,0.694834752,1.553413655,33268.49731,8777.5,6.692618787,0.951401869,0.498130841,0.453271028,Proactive Correction
Bihar,Sheikpura,11,18,0,29,0.379310345,0.620689655,178,133,10724.13793,0.570512821,0.429487179,1.328358209,1.5,16086.2069,5933.333333,357.4712644,0.842056075,0.191588785,0.65046729,Proactive Correction
Bihar,Sheohar,2067,1184,11,3262,0.633660331,0.362967505,31480,32682,19669.5279,0.490625438,0.509374562,0.963191873,0.572533849,11261.47052,9647.563592,6.028050229,0.751401869,0.31588785,0.435514019,Proactive Correction
Bihar,Sitamarhi,20679,18856,2697,42232,0.489652396,0.446486077,169848,182000,8331.312749,0.482729807,0.517270193,0.933225642,0.911798839,7596.481295,4021.6892,0.197270209,0.604672897,0.33364486,0.271028037,Proactive Correction
Bihar,Siwan,6149,9025,137,15311,0.401606688,0.589445497,123722,125804,16297.17197,0.495826103,0.504173897,0.983442629,1.467479675,23915.76862,8080.067921,1.064339862,0.921495327,0.300934579,0.620560748,Proactive Correction
Bihar,Supaul,5691,4563,157,10411,0.546633369,0.438286428,106911,112370,21062.43396,0.487550278,0.512449722,0.951410951,0.801651441,16884.73053,10268.05609,2.02289992,0.857009346,0.324299065,0.53271028,Proactive Correction
Bihar,Vaishali,8257,9698,52,18007,0.4585439,0.538568335,155594,168160,17979.34137,0.480591806,0.519408194,0.925268047,1.174376362,21114.51351,8640.270991,0.998408561,0.902803738,0.335514019,0.56728972,Proactive Correction
Bihar,West Champaran,11585,18070,783,30438,0.380609764,0.593665812,233389,166817,13148.23576,0.583170709,0.416829291,1.39906365,1.559640946,20506.52686,7667.433227,0.431953604,0.896261682,0.174766355,0.721495327,Proactive Correction
Chandigarh,Chandigarh,2473,211,36,2720,0.909191176,0.077573529,83336,74462,58013.97059,0.52811488,0.47188512,1.119159851,0.085286985,4947.836618,30626.97538,21.32082712,0.435514019,0.244859813,0.190654206,Proactive Correction
Chandigarh,Rupnagar,3,0,0,3,1,0,20,14,11333.33333,0.571428571,0.428571429,1.333333333,0,0,5000,2833.333333,0.038785047,0.190186916,-0.151401869,Stricter Enforcement
Chhattisgarh,Balod,1603,71,4,1678,0.955303933,0.042312277,59734,81215,83998.21216,0.423795672,0.576204328,0.735495469,0.044264339,3718.125351,35577.12924,50.0287148,0.331775701,0.463551402,-0.131775701,Stricter Enforcement
Chhattisgarh,Baloda Bazar,4349,562,33,4944,0.879652104,0.113673139,116270,140747,51985.63916,0.452380767,0.547619233,0.826086339,0.129195402,6716.305565,23512.63903,10.51276828,0.556074766,0.401869159,0.154205607,Proactive Correction
Chhattisgarh,Balrampur,4593,1528,69,6190,0.742003231,0.246849758,60301,52243,18181.5832,0.535794571,0.464205429,1.154218666,0.332607749,6047.335465,9740.106606,2.936776482,0.502803738,0.235514019,0.26728972,Proactive Correction
Chhattisgarh,Bastar,4794,1808,6,6608,0.725484262,0.273607748,79431,94384,26303.72276,0.456983247,0.543016753,0.841563808,0.377059437,9918.066893,12018.61099,3.979985287,0.710280374,0.388785047,0.321495327,Proactive Correction
Chhattisgarh,Bemetara,2458,302,11,2771,0.887044388,0.108985926,58693,111710,61495.12811,0.344434403,0.655565597,0.525400363,0.122814152,7552.472017,21173.52092,22.18438965,0.601869159,0.648598131,-0.046728972,Stricter Enforcement
Chhattisgarh,Bijapur,3601,1761,1362,6724,0.535544319,0.26189768,13047,27884,6087.299227,0.318748168,0.681251832,0.46788596,0.488895058,2976.05051,1940.074349,0.905174606,0.271962617,0.728037383,-0.456074766,Stricter Enforcement
Chhattisgarh,Bilaspur,7490,1432,19,8941,0.837713902,0.160161056,153341,195037,38964.09798,0.440155693,0.559844307,0.786210892,0.191162729,7448.483287,17148.40081,4.357425405,0.594392523,0.427102804,0.16728972,Proactive Correction
Chhattisgarh,Dakshin Bastar Dantewada,1028,172,24,1224,0.839869281,0.140522876,5896,27211,27048.20261,0.178083847,0.821916153,0.216669117,0.167152575,4521.176725,4813.061224,22.0801654,0.394392523,0.953271028,-0.558878505,Stricter Enforcement
Chhattisgarh,Dantewada,584,126,0,710,0.822535211,0.177464789,2398,18928,30036.61972,0.112439631,0.887560369,0.126683924,0.215384615,6469.425785,3372.714487,42.24559735,0.53364486,0.961682243,-0.428037383,Stricter Enforcement
Chhattisgarh,Dhamtari,1876,89,3,1968,0.953252033,0.045223577,44713,90278,68592.9878,0.331227036,0.668772964,0.495275756,0.04741609,3252.411249,22708.48146,34.83645902,0.295327103,0.692523364,-0.397196262,Stricter Enforcement
Chhattisgarh,Durg,3528,520,47,4095,0.861538462,0.126984127,77149,179851,62759.46276,0.300189493,0.699810507,0.428958255,0.147350524,9247.639738,18835.20508,15.32213446,0.690654206,0.772897196,-0.082242991,Stricter Enforcement
Chhattisgarh,Gariyaband,1307,229,6,1542,0.847600519,0.148508431,27599,52088,51677.69131,0.346338219,0.653661781,0.529843153,0.175076453,9047.546873,17886.58458,33.49169884,0.681308411,0.646728972,0.034579439,Proactive Correction
Chhattisgarh,Gaurela-pendra-marwahi,115,20,5,140,0.821428571,0.142857143,3425,2289,40814.28571,0.599300087,0.400699913,1.495633188,0.172413793,7036.945813,24290.78014,289.4630193,0.578504673,0.157009346,0.421495327,Proactive Correction
Chhattisgarh,Gaurella Pendra Marwahi,623,290,70,983,0.633774161,0.295015259,0,0,0,0,1,0,0.46474359,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Chhattisgarh,Janjgir - Champa,32,1,0,33,0.96969697,0.03030303,215,200,12575.75758,0.516826923,0.483173077,1.069651741,0.03030303,381.0835629,6323.529412,369.8752228,0.086915888,0.259813084,-0.172897196,Stricter Enforcement
Chhattisgarh,Janjgir Champa,21,4,0,25,0.84,0.16,236,192,17120,0.55011655,0.44988345,1.222797927,0.181818182,3112.727273,9076.923077,658.4615385,0.281308411,0.212149533,0.069158879,Proactive Correction
Chhattisgarh,Janjgir-champa,4066,572,1,4639,0.876482,0.123302436,112160,180654,63120.06898,0.383040486,0.616959514,0.6208519,0.140644209,8877.472205,24172.41379,13.60346314,0.675700935,0.563551402,0.112149533,Proactive Correction
Chhattisgarh,Jashpur,1666,875,2,2543,0.655131734,0.344081793,71023,74603,57265.43453,0.48770489,0.51229511,0.951999893,0.524895021,30058.34146,27917.84591,22.50999785,0.942990654,0.323364486,0.619626168,Proactive Correction
Chhattisgarh,Kabeerdham,860,92,3,955,0.90052356,0.096335079,27101,32517,62427.22513,0.454569852,0.545430148,0.833415339,0.106852497,6670.504892,28348.32636,65.3004447,0.551401869,0.392523364,0.158878505,Proactive Correction
Chhattisgarh,Kanker,1426,277,2,1705,0.836363636,0.162463343,28840,53209,48122.58065,0.351492992,0.648507008,0.542003383,0.194113525,9341.243755,16905.04103,28.20784329,0.693457944,0.634579439,0.058878505,Proactive Correction
Chhattisgarh,Kawardha,1884,257,1,2142,0.879551821,0.119981326,67000,60791,59659.66387,0.52428947,0.47571053,1.1021187,0.136339523,8133.970087,31264.58236,27.83932052,0.636448598,0.25046729,0.385981308,Proactive Correction
Chhattisgarh,Khairagarh Chhuikhadan Gandai,183,63,0,246,0.743902439,0.256097561,6103,1035,29016.26016,0.854881636,0.145118364,5.890926641,0.342391304,9934.915164,24708.50202,117.4747375,0.713084112,0.021495327,0.691588785,Proactive Correction
Chhattisgarh,Kondagaon,1975,1054,9,3038,0.650098749,0.346938776,61964,57346,39272.54773,0.519348593,0.480651407,1.080509878,0.53340081,20948.00876,20389.60184,12.92285216,0.900934579,0.257009346,0.643925234,Proactive Correction
Chhattisgarh,Korba,3040,489,13,3542,0.858272163,0.138057595,83374,101874,52300.39526,0.450064508,0.549935492,0.818395092,0.160802368,8410.027386,23532.035,14.76161311,0.657943925,0.407476636,0.25046729,Proactive Correction
Chhattisgarh,Koriya,1258,504,1,1763,0.713556438,0.285876347,31735,60897,52542.25752,0.342588494,0.657411506,0.521117278,0.400317712,21033.59634,17990.36281,29.78586027,0.901869159,0.654205607,0.247663551,Proactive Correction
Chhattisgarh,Mahasamund,2773,563,25,3361,0.825052068,0.16750967,134887,99869,69847.06932,0.574581376,0.425418624,1.350625814,0.20295602,14175.88321,40121.05889,20.77545191,0.819626168,0.18411215,0.635514019,Proactive Correction
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,188,106,0,294,0.639455782,0.360544218,5113,281,18346.93878,0.947729379,0.052270621,18.13120567,0.560846561,10289.81751,17332.20339,62.1930128,0.721495327,0.013084112,0.708411215,Proactive Correction
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,10,4,0,14,0.714285714,0.285714286,181,67,17714.28571,0.726907631,0.273092369,2.661764706,0.363636364,6441.558442,12066.66667,1180.952381,0.528971963,0.070093458,0.458878505,Proactive Correction
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,162,93,4,259,0.625482625,0.359073359,19811,4595,94231.66023,0.811693367,0.188306633,4.31048738,0.570552147,53764.07608,76196.15385,362.4294624,0.978504673,0.028971963,0.94953271,Proactive Correction
Chhattisgarh,Mungeli,2600,355,2,2957,0.87926953,0.120054109,70564,82567,51785.93169,0.460805057,0.539194943,0.854616801,0.136485967,7068.05296,23855.30764,17.5070763,0.581308411,0.379439252,0.201869159,Proactive Correction
Chhattisgarh,Narayanpur,448,306,8,762,0.587926509,0.401574803,16765,22173,51099.73753,0.430545212,0.569454788,0.756065662,0.681514477,34825.21088,21972.47706,66.97213307,0.954205607,0.451401869,0.502803738,Proactive Correction
Chhattisgarh,Raigarh,4294,625,37,4956,0.866424536,0.126109766,83436,174626,52070.62147,0.323316399,0.676683601,0.47779553,0.145518044,7577.214998,16831.95481,10.50446267,0.602803738,0.720560748,-0.117757009,Stricter Enforcement
Chhattisgarh,Raipur,6205,779,57,7041,0.881266866,0.110637694,133007,192369,46211.61767,0.408778125,0.591221875,0.691412382,0.125523687,5800.652621,18887.67396,6.562285951,0.492523364,0.502803738,-0.010280374,Stricter Enforcement
Chhattisgarh,Rajnandgaon,3791,371,23,4185,0.905854241,0.08864994,148118,154498,72309.67742,0.48945697,0.51054303,0.958698762,0.097837553,7074.601878,35384.1376,17.27417043,0.582242991,0.317757009,0.264485981,Proactive Correction
Chhattisgarh,Sakti,373,80,2,455,0.81978022,0.175824176,9685,4024,30129.67033,0.706418673,0.293581327,2.40621118,0.213903743,6444.849268,21239.03509,66.07383844,0.529906542,0.08411215,0.445794393,Proactive Correction
Chhattisgarh,Sarangarh-Bilaigarh,159,24,3,186,0.85483871,0.129032258,8055,1043,48913.97849,0.885262117,0.114737883,7.715517241,0.15,7337.096774,43074.86631,261.5720775,0.591588785,0.018691589,0.572897196,Proactive Correction
